target,target_key,rank,module_or_component,gene,evidence_level,baseline_metric,ablated_metric,delta_metric,mean_abs_prediction_delta,direction,kg_status,interpretation,recommended_validation_type
6e10/Aβ,6e10/A_beta,1,module_pca_component_1,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.15476359218386151,-0.17997367621747498,0.14131676271025415,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,2,module_at8_associated_first_pass,,module_counterfactual_hypothesis,0.3347372684013365,0.20068846815834768,-0.13404880024298882,0.07679838157903264,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,3,module_pca_component_8,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.22168674698795182,-0.11305052141338467,0.057698227568100044,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,4,module_senescence_stress,,module_counterfactual_hypothesis,0.3347372684013365,0.2894603624582363,-0.04527690594310019,0.05004998625255626,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,5,module_pca_component_3,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.2941986433127468,-0.040538625088589686,0.03825017386834088,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,6,module_oxidative_stress,,module_counterfactual_hypothesis,0.3347372684013365,0.317039586919105,-0.017697681482231498,0.032890392154884054,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,7,module_inflammatory_signaling,,module_counterfactual_hypothesis,0.3347372684013365,0.3291687759441126,-0.005568492457223906,0.021362492502761603,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,8,module_lysosome_phagocytosis,,module_counterfactual_hypothesis,0.3347372684013365,0.32935101751543994,-0.00538625088589656,0.03209069260502851,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,9,module_interferon_response,,module_counterfactual_hypothesis,0.3347372684013365,0.3314771691809254,-0.0032600992204110946,0.017977602717415227,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,10,module_pca_component_5,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.3324086261010428,-0.0023286423002936707,0.01814385772316739,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,11,module_lipid_metabolism,,module_counterfactual_hypothesis,0.3347372684013365,0.33747089197124636,0.00273362356990986,0.012887193732348439,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,12,module_pca_component_6,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.3387668320340184,0.004029563632681921,0.04095379316766122,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,13,module_antigen_presentation,,module_counterfactual_hypothesis,0.3347372684013365,0.34093348182646555,0.006196213425129049,0.01752309947368482,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,14,module_disease_associated_microglia,,module_counterfactual_hypothesis,0.3347372684013365,0.34123721777867777,0.006499949377341274,0.03180629254279193,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,15,module_chemokine_migration,,module_counterfactual_hypothesis,0.3347372684013365,0.3421484256353144,0.007411157233977894,0.024821440663727278,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,16,module_complement,,module_counterfactual_hypothesis,0.3347372684013365,0.3432013769363167,0.008464108534980197,0.009691020740634469,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,17,module_plaque_response,,module_counterfactual_hypothesis,0.3347372684013365,0.3440720866659917,0.00933481826465521,0.031027732019427805,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,18,module_homeostatic_microglia,,module_counterfactual_hypothesis,0.3347372684013365,0.3450642907765516,0.0103270223752151,0.006649647837851527,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,19,module_vascular_barrier_myeloid,,module_counterfactual_hypothesis,0.3347372684013365,0.34850663156829,0.013769363166953485,0.01348491271096341,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,20,module_synapse_pruning,,module_counterfactual_hypothesis,0.3347372684013365,0.3538321352637441,0.019094866862407578,0.007242940618145571,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,21,module_pca_component_7,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.3596233674192569,0.024886099017920382,0.036067580152937526,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,22,module_pca_component_2,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.3614457831325301,0.026708514731193622,0.026749609740297317,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
6e10/Aβ,6e10/A_beta,23,module_pca_component_4,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.398805305254632,0.06406803685329548,0.07744452074870674,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,1,module_at8_associated_first_pass,,module_counterfactual_hypothesis,0.5284398096588033,0.2647970031386048,-0.2636428065201985,0.21419549946180427,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,2,module_pca_component_1,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.3753163916168877,-0.15312341804191565,0.20954910241497468,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,3,module_pca_component_8,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.4309810671256455,-0.09745874253315784,0.1809498591100001,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,4,module_pca_component_6,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.4850865647463805,-0.04335324491242282,0.11217005628464059,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,5,module_senescence_stress,,module_counterfactual_hypothesis,0.5284398096588033,0.5105598866052445,-0.01787992305355879,0.09481463878185703,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,6,module_oxidative_stress,,module_counterfactual_hypothesis,0.5284398096588033,0.5111471094461881,-0.017292700212615197,0.08498531255915555,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,7,module_pca_component_3,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.5195707198542068,-0.008869089804596553,0.037973319379743325,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,8,module_inflammatory_signaling,,module_counterfactual_hypothesis,0.5284398096588033,0.5249569707401033,-0.0034828389187000486,0.01370329778388291,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,9,module_interferon_response,,module_counterfactual_hypothesis,0.5284398096588033,0.5306064594512504,0.002166649792447073,0.004622167336722653,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,10,module_pca_component_5,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.5306672066416928,0.002227396982889429,0.08929100388328431,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,11,module_lysosome_phagocytosis,,module_counterfactual_hypothesis,0.5284398096588033,0.5309709425939051,0.0025311329351017653,0.06686456380430487,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,12,module_homeostatic_microglia,,module_counterfactual_hypothesis,0.5284398096588033,0.5332793358307178,0.004839526171914521,0.013938392698681737,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,13,module_plaque_response,,module_counterfactual_hypothesis,0.5284398096588033,0.5348587627822213,0.006418953123418003,0.032648359572098384,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,14,module_disease_associated_microglia,,module_counterfactual_hypothesis,0.5284398096588033,0.535122000607472,0.00668219094866862,0.03479335289767775,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,15,module_pca_component_7,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.540447504302926,0.012007694644122657,0.047198672284410326,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,16,module_complement,,module_counterfactual_hypothesis,0.5284398096588033,0.5431811278728359,0.014741318214032573,0.022952234867827853,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,17,module_chemokine_migration,,module_counterfactual_hypothesis,0.5284398096588033,0.5432621241267591,0.014822314467955788,0.019462424117708304,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,18,module_lipid_metabolism,,module_counterfactual_hypothesis,0.5284398096588033,0.5461779892679963,0.017738179609192994,0.03896090433419221,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
